Job Title,Department,Team,Employment Type,Location,Workplace Type,Published Date,Salary Min,Salary Max,Job URL,Salary Midpoint
"Software Engineer, ChatGPT Infrastructure",Applied AI,Applied AI Infrastructure,FullTime,"London, UK",Not Specified,2026-07-28 19:48:03.864000+00:00,194000.0,280000.0,https://jobs.ashbyhq.com/openai/621bb104-9daa-4c9e-949a-03d5730334e8,237000.0
"Full Stack Software Engineer, Growth",Applied AI,Applied AI Engineering,FullTime,San Francisco,Not Specified,2026-01-30 23:55:33.386000+00:00,266000.0,385000.0,https://jobs.ashbyhq.com/openai/77bc0b3a-35c1-4ecf-99c7-1b3b19d959ca,325500.0
"Software Engineer, Cloud Infrastructure ",Applied AI,Applied AI Infrastructure,FullTime,"London, UK",Not Specified,2025-10-01 16:17:45.679000+00:00,,,https://jobs.ashbyhq.com/openai/29c2c171-fb63-4985-9ac5-229b2ff5ced6,
"Forward Deployed Engineer, Gov",OpenAI for Gov,OpenAI for Gov,FullTime,"Washington, DC",Hybrid,2025-09-03 22:38:06.592000+00:00,145800.0,280000.0,https://jobs.ashbyhq.com/openai/db5a708d-1d7a-4aa3-8dd3-0d0423b6b69f,212900.0
"Protection Scientist Engineer, Integrity ",Applied AI,Applied AI Engineering,FullTime,San Francisco,Not Specified,2026-05-05 16:58:58.756000+00:00,198000.0,425000.0,https://jobs.ashbyhq.com/openai/529feb11-4b9b-4baf-9b3f-f2b100156c5a,311500.0
"Hardware Strategic Sourcing Manager, Optics",Scaling,Hardware,FullTime,San Francisco,Not Specified,2026-09-11 17:31:23.358000+00:00,226000.0,378000.0,https://jobs.ashbyhq.com/openai/23014bc8-37d4-4fd9-9a77-d95fdd33437f,302000.0
Data Center Controls Network Engineer,Scaling,Datacenter Design,FullTime,San Francisco,Hybrid,2026-04-20 22:16:37.112000+00:00,257000.0,327000.0,https://jobs.ashbyhq.com/openai/68f7ef0f-97a4-47ce-ac0a-a442572ab7a7,292000.0
"Security Engineer, Detection and Response",Security,Security,FullTime,"Sydney, Australia",Hybrid,2025-09-15 19:06:44.359000+00:00,,,https://jobs.ashbyhq.com/openai/3728b144-f640-42be-84af-94f6b0743d7c,
"Software Engineer, Research Developer Productivity",Scaling,Fleet Clusters,FullTime,San Francisco,Not Specified,2025-09-22 22:43:11.939000+00:00,230000.0,325000.0,https://jobs.ashbyhq.com/openai/e6d5ca02-f30b-4ac5-a69d-c947efb430f9,277500.0
"Manager, Applied AI Engineering (Digital Natives)",Go To Market,Technical Success,FullTime,San Francisco,Hybrid,2026-08-26 19:26:35.471000+00:00,302000.0,335000.0,https://jobs.ashbyhq.com/openai/ba2ead69-d118-4a91-a4d7-c880d17fa7f9,318500.0
"Software Engineer, Data Infrastructure - Research",Scaling,Scaling,FullTime,San Francisco,Not Specified,2025-09-18 23:14:35.252000+00:00,250000.0,380000.0,https://jobs.ashbyhq.com/openai/b7a2e30f-c5f6-4710-b53e-64d64bcce189,315000.0
Backend Software Engineer (Evals) ,User Operations,Support Automation,FullTime,San Francisco,Not Specified,2025-12-23 00:45:03.747000+00:00,266000.0,445000.0,https://jobs.ashbyhq.com/openai/3d064454-c0c3-4225-bc2c-6d8c0f8735b2,355500.0
"Datacenter Networking Technician, AI Compute Deployment - Stargate",Scaling,Datacenter Design,FullTime,San Francisco,Not Specified,2025-09-23 21:38:41.580000+00:00,157000.0,302000.0,https://jobs.ashbyhq.com/openai/3ca637f8-c0d6-4253-8568-1f31b02adf76,229500.0
Hardware Operations Engineer,Scaling,Datacenter Design,FullTime,San Francisco,Hybrid,2026-06-20 14:11:56.702000+00:00,157000.0,302000.0,https://jobs.ashbyhq.com/openai/b9a4a809-a965-4dbe-aeef-6ce1593903dd,229500.0
"Strategic Sourcing Manager,  Compute Infrastructure",Scaling,Datacenter Design,FullTime,San Francisco,Not Specified,2026-05-19 23:40:46.713000+00:00,226000.0,285000.0,https://jobs.ashbyhq.com/openai/debaf5f8-c166-4b35-81c1-5bda75124373,255500.0
Software Engineer - Privacy & Compliance,Applied AI,Applied AI Infrastructure,FullTime,San Francisco,Not Specified,2025-10-17 18:06:15.656000+00:00,230000.0,385000.0,https://jobs.ashbyhq.com/openai/23b158fe-709e-4bf5-856c-d10953d32f60,307500.0
Technical Commodity Manager - Robotics,Research,Robotics,FullTime,San Francisco,Not Specified,2026-08-10 22:54:47.012000+00:00,157000.0,196000.0,https://jobs.ashbyhq.com/openai/467da204-cd62-4e2d-ad7a-f3138f4f283b,176500.0
"Data Scientist, Codex",Data Science,Data Science,FullTime,San Francisco,Not Specified,2025-09-30 19:30:46.980000+00:00,230000.0,385000.0,https://jobs.ashbyhq.com/openai/994bf78e-55ec-4c02-9326-6f90c08bcebe,307500.0
"Data Scientist, Platform and B2B Products",Data Science,Data Science,FullTime,San Francisco,Not Specified,2025-09-30 19:22:17.912000+00:00,230000.0,385000.0,https://jobs.ashbyhq.com/openai/f1567543-4de1-468e-9054-bc5fd21a55e2,307500.0
"Data Scientist, Financial Engineering ",Data Science,Data Science,FullTime,San Francisco,Not Specified,2025-09-30 19:33:26.431000+00:00,230000.0,385000.0,https://jobs.ashbyhq.com/openai/898a87fb-4cb8-450e-9840-ee5dc710a57d,307500.0
Protective Intelligence & Threat Analyst,Corporate Security,Corporate Security,FullTime,San Francisco,Hybrid,2026-08-18 22:32:47.260000+00:00,126400.0,225000.0,https://jobs.ashbyhq.com/openai/4ef8e8f4-a1ef-4d83-92cb-76463ec0a151,175700.0
Training Performance Engineer,Scaling,Runtime,FullTime,San Francisco,Hybrid,2025-10-16 22:51:46.077000+00:00,295000.0,500000.0,https://jobs.ashbyhq.com/openai/6eb386ac-9056-4795-aa79-a27e105faf5c,397500.0
"Security Engineer, Infrastructure Security",Security,Security,FullTime,US - Remote,Remote,2025-10-06 20:15:13.733000+00:00,266000.0,445000.0,https://jobs.ashbyhq.com/openai/f51f750f-a737-4441-8f96-30133a2a8049,355500.0
"Software Engineer, Infrastructure Security",Security,Security,FullTime,US - Remote,Remote,2025-10-06 20:14:35.243000+00:00,266000.0,445000.0,https://jobs.ashbyhq.com/openai/98ad9beb-4f91-496c-bd16-ac0b2a8d5bb2,355500.0
"Protection Scientist Engineer, Integrity  ",Applied AI,Applied AI Engineering,FullTime,"London, UK",Not Specified,2025-10-08 18:31:01.225000+00:00,,,https://jobs.ashbyhq.com/openai/3fefc615-6950-4a29-9214-eefdc4e659e3,
"Account Director, Healthcare",Go To Market,Sales,FullTime,San Francisco,Hybrid,2026-06-05 16:49:49.407000+00:00,189000.0,240000.0,https://jobs.ashbyhq.com/openai/93d9be71-6502-4e48-94c2-1c17724e2bc7,214500.0
Strategy & Operations Launch Programs,Strategy & Operations,Strategy & Operations,FullTime,San Francisco,Not Specified,2026-07-29 23:02:37.859000+00:00,234000.0,445000.0,https://jobs.ashbyhq.com/openai/d2e1f1e6-e1dd-4dc3-9a8d-73bce0114a28,339500.0
Applied AI Architect - Tokyo,Go To Market,Technical Success,FullTime,"Tokyo, Japan",Not Specified,2026-05-15 08:17:20.053000+00:00,,,https://jobs.ashbyhq.com/openai/57cfe1d3-27b6-4761-909c-fec7829e9227,
Senior Support Engineer - Singapore,User Operations,Support Delivery,FullTime,Singapore,Hybrid,2026-09-04 18:10:27.081000+00:00,,,https://jobs.ashbyhq.com/openai/b3e5fcf7-50ad-4765-ac03-ac71e8b20cb8,
Design Verification Engineer ,Scaling,Hardware,FullTime,San Francisco,Hybrid,2025-10-29 23:58:08.025000+00:00,226000.0,445000.0,https://jobs.ashbyhq.com/openai/3a415c1d-4f66-4578-8eb3-8b15ef0ab52b,335500.0
"Program Manager, Human Data",Research,Human Data,FullTime,San Francisco,Not Specified,2026-08-19 15:23:14.534000+00:00,207000.0,230000.0,https://jobs.ashbyhq.com/openai/932c9cc1-c542-4f67-8d0d-443de87b8213,218500.0
Applied AI Engineer,Go To Market,Technical Success,FullTime,"Delhi, India",Hybrid,2026-08-03 04:14:45.299000+00:00,,,https://jobs.ashbyhq.com/openai/bf036b23-cd23-46d0-a02f-4b1483f4698a,
"Senior Manager, Extended Workforce Program",Finance,Finance,FullTime,San Francisco,Hybrid,2026-07-23 01:35:17.322000+00:00,216000.0,240000.0,https://jobs.ashbyhq.com/openai/194a69ed-d7a2-4af8-9bec-67a4b7b58451,228000.0
"Software Engineer, Codex -Enterprise Controls",Applied AI,Codex - Engineering,FullTime,San Francisco,Hybrid,2026-07-13 19:27:11.674000+00:00,230000.0,385000.0,https://jobs.ashbyhq.com/openai/fff02c39-1185-427c-bf89-70d7eaa5e3db,307500.0
"Data Scientist, Business",Data Science,Data Science,FullTime,San Francisco,Hybrid,2026-02-27 23:53:25.906000+00:00,345000.0,440000.0,https://jobs.ashbyhq.com/openai/fc72784d-f925-4f8d-aebc-eee72e7bf55c,392500.0
Forward Deployed Software Engineer - NYC,Forward Deployed Engineering,Forward Deployed Engineering,FullTime,New York City,Hybrid,2025-12-10 22:20:16.127000+00:00,153000.0,325000.0,https://jobs.ashbyhq.com/openai/533c0fc9-b773-476d-9f96-a0528efbab0e,239000.0
Applied AI Architect,Go To Market,Technical Success,FullTime,"Delhi, India",Hybrid,2025-11-17 01:52:20.520000+00:00,,,https://jobs.ashbyhq.com/openai/28cd6fe2-4096-426b-8b08-52a66458e2c6,
"Software Engineer, Distributed Data Systems - Robotics",Research,Robotics,FullTime,San Francisco,Not Specified,2026-08-05 22:18:13.968000+00:00,230000.0,385000.0,https://jobs.ashbyhq.com/openai/da07ba71-81fd-47c7-adb1-2b2d1eaed325,307500.0
"Systems Generalist, GPT Infrastructure",Scaling,Compute,FullTime,San Francisco,Hybrid,2026-07-17 17:01:35.911000+00:00,293000.0,445000.0,https://jobs.ashbyhq.com/openai/78c2a68b-cc77-4c62-8891-96afb603650a,369000.0
Research Communications Manager,Communications,Communications,FullTime,San Francisco,Hybrid,2026-06-22 19:21:49.213000+00:00,185000.0,205000.0,https://jobs.ashbyhq.com/openai/cec9ba9a-0b2d-4e90-8482-01ccc72234fb,195000.0
"Applied AI Engineer, Codex",Go To Market,Technical Success,FullTime,San Francisco,Not Specified,2025-11-21 00:39:14.843000+00:00,211000.0,278000.0,https://jobs.ashbyhq.com/openai/ca7e4019-bf93-42fd-8f15-fac59c6e237c,244500.0
"Security Engineer, Insider Threat Detection & Response",Security,Security,FullTime,San Francisco,Not Specified,2025-11-19 17:48:39.282000+00:00,266000.0,385000.0,https://jobs.ashbyhq.com/openai/f84dbb5c-6008-40f1-b388-1434d159d4a4,325500.0
Strategic Technology Negotiations Lead,Finance,Finance,FullTime,San Francisco,Hybrid,2026-07-23 19:11:47.336000+00:00,234000.0,295000.0,https://jobs.ashbyhq.com/openai/5c579ec6-be3a-409b-8ae4-9e3f46af8288,264500.0
"Software Engineer, Internal Applications - Enterprise",IT,IT,FullTime,San Francisco,Hybrid,2026-06-09 17:17:34.199000+00:00,293000.0,325000.0,https://jobs.ashbyhq.com/openai/db053b0e-c1a5-4b7a-bcb6-6e766629e7b1,309000.0
"Software Engineer, Monetization Delivery",Applied AI,Applied AI Engineering,FullTime,San Francisco,Not Specified,2025-12-10 17:58:51.545000+00:00,347000.0,445000.0,https://jobs.ashbyhq.com/openai/a4ea79c8-e79f-4126-8c1f-032289024961,396000.0
"Product Partnerships Lead, India",Product Partnerships,Product Partnerships,FullTime,India - Remote,Remote,2026-07-09 09:30:46.503000+00:00,,,https://jobs.ashbyhq.com/openai/64f9b8d6-3912-42c0-8fc0-49359d8a6c9c,
Field Engineer,Research,Robotics,FullTime,San Francisco,Not Specified,2026-08-04 16:42:16.359000+00:00,225000.0,318000.0,https://jobs.ashbyhq.com/openai/d8ebcb30-c789-4e75-bf9b-a1e3fb09dd2f,271500.0
"Software Engineer, ChatGPT Infrastructure ",Applied AI,Applied AI Engineering,FullTime,San Francisco,Hybrid,2026-04-21 01:53:49.722000+00:00,347000.0,445000.0,https://jobs.ashbyhq.com/openai/e6981259-c1d0-46de-8376-56bde28cfb10,396000.0
"Researcher, Synthetic RL",Research,Research,FullTime,San Francisco,Not Specified,2026-01-09 21:12:59.003000+00:00,295000.0,445000.0,https://jobs.ashbyhq.com/openai/60d3700b-ba82-4fa6-a6bb-7b2b67070510,370000.0
"Firmware Engineer, RTOS, Consumer Devices",Consumer Devices,Software,FullTime,San Francisco,Hybrid,2025-12-16 22:07:34.468000+00:00,347000.0,385000.0,https://jobs.ashbyhq.com/openai/2710d0c7-8f1c-4e1a-bf7a-4000fc5a8d68,366000.0
"System Software Engineer, Consumer Devices",Consumer Devices,Software,FullTime,San Francisco,Not Specified,2025-12-16 22:09:50.657000+00:00,347000.0,385000.0,https://jobs.ashbyhq.com/openai/20f525b7-f958-4c95-a055-f914ab3adb95,366000.0
Release Engineer | Consumer Devices,Consumer Devices,Software,FullTime,San Francisco,Not Specified,2026-05-21 19:02:39.464000+00:00,207000.0,365000.0,https://jobs.ashbyhq.com/openai/63f7f0b3-ba2c-437b-87ba-ec476729f071,286000.0
"Camera Software Engineer, Consumer Devices",Consumer Devices,Software,FullTime,San Francisco,Not Specified,2025-12-23 19:55:55.803000+00:00,347000.0,385000.0,https://jobs.ashbyhq.com/openai/1dc05fc7-ceb7-4827-a905-9d1beb77a4a0,366000.0
"Sales Development Manager, Enterprise (AMER)",Go To Market,Account Associates,FullTime,San Francisco,Hybrid,2026-09-03 01:08:56.950000+00:00,261000.0,305000.0,https://jobs.ashbyhq.com/openai/dd48e74c-b08e-4527-8d1a-9297856b015a,283000.0
Account Associate - Singapore (ANZ Market),Go To Market,Account Associates,FullTime,Singapore,Hybrid,2026-05-13 02:54:33.438000+00:00,,,https://jobs.ashbyhq.com/openai/d9696b77-5b11-49c5-8d0b-b1826bb6115c,
Applied AI Architect,Go To Market,Technical Success,FullTime,"Seoul, South Korea",Hybrid,2026-06-19 07:59:27.591000+00:00,,,https://jobs.ashbyhq.com/openai/ad06299f-d4e2-4de6-a925-b2e94b3c1d0b,
Applied AI Engineer,Go To Market,Technical Success,FullTime,"Seoul, South Korea",Hybrid,2026-01-06 08:44:51.656000+00:00,,,https://jobs.ashbyhq.com/openai/04435c05-7a05-4802-894d-c173327fbac8,
Applied AI Architect,Go To Market,Technical Success,FullTime,Singapore,Hybrid,2026-08-31 03:06:34.255000+00:00,,,https://jobs.ashbyhq.com/openai/b8fbe6d1-6363-4366-8484-de32cf4d1410,
"Trust & Safety Ads Operations Analyst, Programs",User Operations,Trust & Safety,FullTime,San Francisco,Not Specified,2026-08-28 16:17:49.267000+00:00,252000.0,280000.0,https://jobs.ashbyhq.com/openai/c9e9e3a5-fb93-4162-b876-6266016819c0,266000.0
"Software Engineer, Monetization Product & Platform ",Applied AI,Applied AI Engineering,FullTime,San Francisco,Not Specified,2026-01-08 06:26:36.986000+00:00,347000.0,445000.0,https://jobs.ashbyhq.com/openai/c51e48ce-31ad-4176-a6d5-4a785b44ab73,396000.0
"Software Engineer, Cooperative AI",User Operations,Support Automation,FullTime,San Francisco,Not Specified,2026-01-07 00:26:31.038000+00:00,266000.0,445000.0,https://jobs.ashbyhq.com/openai/7613aca3-9dd8-41cd-b114-06ef4de967a9,355500.0
Pricing Strategist,Strategic Finance,Strategic Finance,FullTime,San Francisco,Hybrid,2026-07-23 20:20:46.515000+00:00,234000.0,260000.0,https://jobs.ashbyhq.com/openai/3ab0541b-160b-49c0-8609-574db6358332,247000.0
"ASIC Firmware Engineer, Modeling",Scaling,Hardware,FullTime,San Francisco,Not Specified,2026-02-03 16:41:31.977000+00:00,226000.0,445000.0,https://jobs.ashbyhq.com/openai/e4ef18a1-f2f7-4920-a53c-aeadd184d124,335500.0
"Software Engineer, Codex Enterprise",Applied AI,Codex - Engineering,FullTime,San Francisco,Not Specified,2026-01-09 23:30:34.487000+00:00,230000.0,385000.0,https://jobs.ashbyhq.com/openai/89f58eb2-519f-4a36-8be0-2e594724e1bc,307500.0
"Account Director, Large Enterprise",Go To Market,Sales,FullTime,"Seoul, South Korea",Hybrid,2026-01-22 05:34:10.723000+00:00,,,https://jobs.ashbyhq.com/openai/25920df6-571d-4e05-aa12-384453f406f8,
"Supply Chain Operations Program Manager, AI Infrastructure",Scaling,Hardware,FullTime,San Francisco,Hybrid,2026-05-14 20:01:34.357000+00:00,177000.0,285000.0,https://jobs.ashbyhq.com/openai/063d1957-23f0-4976-b8bd-93a0d4a31cfb,231000.0
"Account Director, Digital Native",Go To Market,Sales,FullTime,"Seoul, South Korea",Hybrid,2026-08-21 03:28:32.876000+00:00,,,https://jobs.ashbyhq.com/openai/52263a22-1621-4dbb-9a11-ae4490f2acc8,
"Federal Account Director, National Security",OpenAI for Gov,OpenAI for Gov,FullTime,"Washington, DC",Hybrid,2026-08-10 23:55:43.926000+00:00,261000.0,335000.0,https://jobs.ashbyhq.com/openai/dc0b907b-f833-4559-8fd8-d3d4c80b58d8,298000.0
Safety Response Operations Lead,User Operations,Trust & Safety,FullTime,Singapore,Hybrid,2026-01-15 17:31:48.579000+00:00,,,https://jobs.ashbyhq.com/openai/d9be9157-c307-4ac4-9aa6-ad2fe7104808,
"Softare Engineer, Consumer Health (Health AI)",Applied AI,Applied AI Engineering,FullTime,San Francisco,Hybrid,2026-09-12 16:54:37.776000+00:00,347000.0,385000.0,https://jobs.ashbyhq.com/openai/c2aeb70d-3eca-4c4f-a414-6394b30fea80,366000.0
AI Support Engineer - Dublin,User Operations,Support Delivery,FullTime,"Dublin, Ireland",Not Specified,2026-01-12 21:49:27.638000+00:00,,,https://jobs.ashbyhq.com/openai/d5b65a7c-3294-453f-a674-4cb1c0e2aaa7,
AI Support Engineer - San Francisco (Weekend Shift),User Operations,Support Delivery,FullTime,San Francisco,Not Specified,2026-06-09 21:10:36.735000+00:00,180000.0,260000.0,https://jobs.ashbyhq.com/openai/99f823a1-66ec-44bd-ba30-d3645aa49d74,220000.0
Signal Integrity Engineer,Scaling,Hardware,FullTime,San Francisco,Not Specified,2026-01-22 00:49:52.673000+00:00,225000.0,445000.0,https://jobs.ashbyhq.com/openai/97507b0b-1d56-4801-ab20-4f22fe221593,335000.0
"Software Engineer, Build Systems / CI",Applied AI,Applied AI Infrastructure,FullTime,San Francisco,Not Specified,2026-05-25 19:44:52.128000+00:00,185000.0,490000.0,https://jobs.ashbyhq.com/openai/202eb061-23d7-4a58-80c8-bc3b41e56d39,337500.0
Support Vendor Manager,User Operations,Support Operations,FullTime,San Francisco,Hybrid,2026-08-06 03:16:28.892000+00:00,216000.0,240000.0,https://jobs.ashbyhq.com/openai/d4084bb6-f9fa-46df-87ef-da6caed88455,228000.0
"Data Scientist, B2B Demand Generation, Growth & Measurement",Data Science,Data Science,FullTime,San Francisco,Hybrid,2026-08-06 19:25:21.737000+00:00,293000.0,385000.0,https://jobs.ashbyhq.com/openai/7f299784-2c75-4d73-99e5-1e5043ec7b48,339000.0
"Client Partner, Ads Solutions",Go To Market,Ads Solutions,FullTime,San Francisco,Not Specified,2026-06-08 22:26:25.528000+00:00,261000.0,335000.0,https://jobs.ashbyhq.com/openai/bf9d9e1c-7967-41a4-a7ae-0bf9b6a768c2,298000.0
Head of Marketing Technology (MarTech),Marketing,Marketing,FullTime,San Francisco,Hybrid,2026-08-14 16:30:00.790000+00:00,326000.0,362000.0,https://jobs.ashbyhq.com/openai/50ab21f6-475d-4911-984d-7d2727e72ea1,344000.0
"Applied AI Architect, Large Enterprise",Go To Market,Technical Success,FullTime,"Munich, Germany",Hybrid,2026-01-23 12:54:05.896000+00:00,,,https://jobs.ashbyhq.com/openai/c00094f9-e071-4870-afec-104beb3ce499,
"Backend Engineer, Consumer Devices",Consumer Devices,Software,FullTime,San Francisco,Not Specified,2026-01-20 14:34:35.325000+00:00,293000.0,325000.0,https://jobs.ashbyhq.com/openai/8e301350-62fb-4251-bc34-c7036498f08c,309000.0
"iOS Engineer, Applied Foundations",Applied AI,Applied AI Engineering,FullTime,San Francisco,Not Specified,2026-01-20 21:19:01.490000+00:00,230000.0,385000.0,https://jobs.ashbyhq.com/openai/775240dd-6d36-401a-acca-128df0459610,307500.0
"Android Engineer, Applied Foundations ",Applied AI,Applied AI Engineering,FullTime,San Francisco,Not Specified,2026-01-20 21:18:26.922000+00:00,230000.0,385000.0,https://jobs.ashbyhq.com/openai/6202038a-323b-43ce-ae10-534acba4145c,307500.0
Applied AI Architect - EDU,Applied AI,Applied AI,FullTime,San Francisco,Not Specified,2026-08-21 22:27:14.737000+00:00,234000.0,260000.0,https://jobs.ashbyhq.com/openai/7cd8205b-fd73-4af1-9103-1b1fed3b0c22,247000.0
"Account Director, Digital Native Large Enterprise",Go To Market,Sales,FullTime,San Francisco,Not Specified,2026-09-03 00:35:32.935000+00:00,176000.0,350000.0,https://jobs.ashbyhq.com/openai/673ca4f5-b5dc-448f-be3c-4f888a6d13ed,263000.0
"Software Engineer, Platform Systems",Scaling,Systems,FullTime,San Francisco,Not Specified,2026-01-23 20:40:53.338000+00:00,380000.0,500000.0,https://jobs.ashbyhq.com/openai/5e4ed6d1-2417-4bf5-bae0-905931c488e3,440000.0
"Software Engineer, Platform Systems",Scaling,Systems,FullTime,"London, UK",Not Specified,2026-01-23 20:41:02.986000+00:00,,,https://jobs.ashbyhq.com/openai/4349f80b-3518-4e4d-b9eb-3e5e9b490cc7,
